accession,amine,core,leaving_group,parent,score
A0A1I4P275,2_aminophenol,Mono,taurine,TLCA,0.4475236237049103
A0A1I4P275,2_aminophenol,Di,glycine,GDCA,0.3481068015098572
A0A1I4P275,2_aminophenol,Di,taurine,TDCA,0.3882903456687927
A0A1I4P275,2_aminophenol,Tri,glycine,GCA,0.33883368968963623
A0A1I4P275,2_aminophenol,Tri,taurine,TCA,0.3475605249404907
A0A1I4P275,serotonin,Mono,glycine,GLCA,0.10810017585754395
A0A1I4P275,serotonin,Mono,taurine,TLCA,0.20738740265369415
A0A1I4P275,serotonin,Di,glycine,GDCA,0.14702080190181732
A0A1I4P275,serotonin,Di,taurine,TDCA,0.1477351188659668
A0A1I4P275,serotonin,Tri,glycine,GCA,0.20519131422042847
A0A1I4P275,serotonin,Tri,taurine,TCA,0.1766790747642517
A0A1I4P275,tyramine,Mono,glycine,GLCA,0.1661781668663025
A0A1I4P275,tyramine,Mono,taurine,TLCA,0.19477355480194092
A0A1I4P275,tyramine,Di,glycine,GDCA,0.15408730506896973
A0A1I4P275,tyramine,Di,taurine,TDCA,0.1008160412311554
A0A1I4P275,tyramine,Tri,glycine,GCA,0.15163353085517883
A0A1I4P275,tyramine,Tri,taurine,TCA,0.13133886456489563
A0A1I4P275,cystine,Mono,glycine,GLCA,0.2148335874080658
A0A1I4P275,cystine,Mono,taurine,TLCA,0.3543184697628021
A0A1I4P275,cystine,Di,glycine,GDCA,0.21083155274391174
A0A1I4P275,cystine,Di,taurine,TDCA,0.09209908545017242
A0A1I4P275,cystine,Tri,glycine,GCA,0.21824905276298523
A0A1I4P275,cystine,Tri,taurine,TCA,0.15603208541870117
A0A1M3L7G3,"2,3_diaminopropionic acid",Mono,glycine,GLCA,0.17433865368366241
A0A1M3L7G3,"2,3_diaminopropionic acid",Mono,taurine,TLCA,0.33775752782821655
A0A1M3L7G3,"2,3_diaminopropionic acid",Di,glycine,GDCA,0.32006052136421204
A0A1M3L7G3,"2,3_diaminopropionic acid",Di,taurine,TDCA,0.306972861289978
A0A1M3L7G3,"2,3_diaminopropionic acid",Tri,glycine,GCA,0.31407392024993896
A0A1M3L7G3,"2,3_diaminopropionic acid",Tri,taurine,TCA,0.2826678454875946
A0A1M3L7G3,3_methoxytyramine,Mono,glycine,GLCA,0.018945876508951187
A0A1M3L7G3,3_methoxytyramine,Mono,taurine,TLCA,0.07753842324018478
A0A1M3L7G3,3_methoxytyramine,Di,glycine,GDCA,0.1071569100022316
A0A1M3L7G3,3_methoxytyramine,Di,taurine,TDCA,0.010956153273582458
A0A1M3L7G3,3_methoxytyramine,Tri,glycine,GCA,0.07965029776096344
A0A1M3L7G3,3_methoxytyramine,Tri,taurine,TCA,0.029270220547914505
A0A1M3L7G3,asparagine,Mono,glycine,GLCA,0.17530810832977295
A0A1M3L7G3,asparagine,Mono,taurine,TLCA,0.4092816114425659
A0A1M3L7G3,asparagine,Di,glycine,GDCA,0.22666186094284058
A0A1M3L7G3,asparagine,Di,taurine,TDCA,0.30493730306625366
A0A1M3L7G3,asparagine,Tri,glycine,GCA,0.23362036049365997
A0A1M3L7G3,asparagine,Tri,taurine,TCA,0.27885574102401733
A0A1M3L7G3,proline,Mono,glycine,GLCA,0.2516496777534485
A0A1M3L7G3,proline,Mono,taurine,TLCA,0.41324812173843384
A0A1M3L7G3,proline,Di,glycine,GDCA,0.21900348365306854
A0A1M3L7G3,proline,Di,taurine,TDCA,0.1999439150094986
A0A1M3L7G3,proline,Tri,glycine,GCA,0.21381032466888428
A0A1M3L7G3,proline,Tri,taurine,TCA,0.15435098111629486
A0A1M3L7G3,dopamine,Mono,glycine,GLCA,0.11161154508590698
A0A1M3L7G3,dopamine,Mono,taurine,TLCA,0.24173349142074585
A0A1M3L7G3,dopamine,Di,glycine,GDCA,0.17861302196979523
A0A1M3L7G3,dopamine,Di,taurine,TDCA,0.15117202699184418
A0A1M3L7G3,dopamine,Tri,glycine,GCA,0.18624064326286316
A0A1M3L7G3,dopamine,Tri,taurine,TCA,0.14332321286201477
A0A1M3L7G3,gaba,Mono,glycine,GLCA,0.13346433639526367
A0A1M3L7G3,gaba,Mono,taurine,TLCA,0.21108511090278625
A0A1M3L7G3,gaba,Di,glycine,GDCA,0.17814870178699493
A0A1M3L7G3,gaba,Di,taurine,TDCA,0.13461607694625854
A0A1M3L7G3,gaba,Tri,glycine,GCA,0.19272953271865845
A0A1M3L7G3,gaba,Tri,taurine,TCA,0.13367074728012085
A0A1M3L7G3,glyglycine,Mono,glycine,GLCA,0.11633960157632828
A0A1M3L7G3,glyglycine,Mono,taurine,TLCA,0.1488269418478012
A0A1M3L7G3,glyglycine,Di,glycine,GDCA,0.12005270272493362
A0A1M3L7G3,glyglycine,Di,taurine,TDCA,0.06105427071452141
A0A1M3L7G3,glyglycine,Tri,glycine,GCA,0.07339613139629364
A0A1M3L7G3,glyglycine,Tri,taurine,TCA,0.02860857918858528
A0A1M3L7G3,alanine,Mono,glycine,GLCA,0.16413794457912445
A0A1M3L7G3,alanine,Mono,taurine,TLCA,0.25160080194473267
A0A1M3L7G3,alanine,Di,glycine,GDCA,0.1690114438533783
A0A1M3L7G3,alanine,Di,taurine,TDCA,0.10436800122261047
A0A1M3L7G3,alanine,Tri,glycine,GCA,0.16667284071445465
A0A1M3L7G3,alanine,Tri,taurine,TCA,0.14352628588676453
A0A1M3L7G3,arginine,Mono,glycine,GLCA,0.10619208216667175
A0A1M3L7G3,arginine,Mono,taurine,TLCA,0.31838545203208923
A0A1M3L7G3,arginine,Di,glycine,GDCA,0.17487195134162903
A0A1M3L7G3,arginine,Di,taurine,TDCA,0.218253493309021
A0A1M3L7G3,arginine,Tri,glycine,GCA,0.2197774201631546
A0A1M3L7G3,arginine,Tri,taurine,TCA,0.19540584087371826
A0A1M3L7G3,citrulline,Mono,glycine,GLCA,0.24344994127750397
A0A1M3L7G3,citrulline,Mono,taurine,TLCA,0.43626922369003296
A0A1M3L7G3,citrulline,Di,glycine,GDCA,0.2665154039859772
A0A1M3L7G3,citrulline,Di,taurine,TDCA,0.32564061880111694
A0A1M3L7G3,citrulline,Tri,glycine,GCA,0.2686581015586853
A0A1M3L7G3,citrulline,Tri,taurine,TCA,0.28742432594299316
A0A1M3L7G3,glutamine,Mono,glycine,GLCA,0.19946113228797913
A0A1M3L7G3,glutamine,Mono,taurine,TLCA,0.41589874029159546
A0A1M3L7G3,glutamine,Di,glycine,GDCA,0.31261301040649414
A0A1M3L7G3,glutamine,Di,taurine,TDCA,0.36721479892730713
A0A1M3L7G3,glutamine,Tri,glycine,GCA,0.25352588295936584
A0A1M3L7G3,glutamine,Tri,taurine,TCA,0.2931098937988281
A0A1M3L7G3,histidine,Mono,glycine,GLCA,0.22527308762073517
A0A1M3L7G3,histidine,Mono,taurine,TLCA,0.4749422073364258
A0A1M3L7G3,histidine,Di,glycine,GDCA,0.2598642408847809
A0A1M3L7G3,histidine,Di,taurine,TDCA,0.36449572443962097
A0A1M3L7G3,histidine,Tri,glycine,GCA,0.2601243555545807
A0A1M3L7G3,histidine,Tri,taurine,TCA,0.3641244173049927
A0A1M3L7G3,lysine,Mono,glycine,GLCA,0.1515582650899887
A0A1M3L7G3,lysine,Mono,taurine,TLCA,0.19791555404663086
A0A1M3L7G3,lysine,Di,glycine,GDCA,0.21038249135017395
A0A1M3L7G3,lysine,Di,taurine,TDCA,0.18569810688495636
A0A1M3L7G3,lysine,Tri,glycine,GCA,0.21089047193527222
A0A1M3L7G3,lysine,Tri,taurine,TCA,0.16948136687278748
A0A1M3L7G3,methionine,Mono,glycine,GLCA,0.12705634534358978
A0A1M3L7G3,methionine,Mono,taurine,TLCA,0.22369526326656342
A0A1M3L7G3,methionine,Di,glycine,GDCA,0.11771105229854584
A0A1M3L7G3,methionine,Di,taurine,TDCA,0.10462041944265366
A0A1M3L7G3,methionine,Tri,glycine,GCA,0.12908974289894104
A0A1M3L7G3,methionine,Tri,taurine,TCA,0.1476377248764038
A0A1M3L7G3,ornithine,Mono,glycine,GLCA,0.13865937292575836
A0A1M3L7G3,ornithine,Mono,taurine,TLCA,0.18914282321929932
A0A1M3L7G3,ornithine,Di,glycine,GDCA,0.1944337636232376
A0A1M3L7G3,ornithine,Di,taurine,TDCA,0.1697160303592682
A0A1M3L7G3,ornithine,Tri,glycine,GCA,0.24127967655658722
A0A1M3L7G3,ornithine,Tri,taurine,TCA,0.18759918212890625
A0A1M3L7G3,phenylalanine,Mono,glycine,GLCA,0.25730639696121216
A0A1M3L7G3,phenylalanine,Mono,taurine,TLCA,0.4693456292152405
A0A1M3L7G3,phenylalanine,Di,glycine,GDCA,0.3206422030925751
A0A1M3L7G3,phenylalanine,Di,taurine,TDCA,0.41120120882987976
A0A1M3L7G3,phenylalanine,Tri,glycine,GCA,0.2806089222431183
A0A1M3L7G3,phenylalanine,Tri,taurine,TCA,0.34258538484573364
A0A1M3L7G3,serine,Mono,glycine,GLCA,0.25371605157852173
A0A1M3L7G3,serine,Mono,taurine,TLCA,0.41235190629959106
A0A1M3L7G3,serine,Di,glycine,GDCA,0.29302072525024414
A0A1M3L7G3,serine,Di,taurine,TDCA,0.3791810870170593
A0A1M3L7G3,serine,Tri,glycine,GCA,0.2978816032409668
A0A1M3L7G3,serine,Tri,taurine,TCA,0.3000325858592987
A0A1M3L7G3,threonine,Mono,glycine,GLCA,0.24697166681289673
A0A1M3L7G3,threonine,Mono,taurine,TLCA,0.4615795612335205
A0A1M3L7G3,threonine,Di,glycine,GDCA,0.3507736623287201
A0A1M3L7G3,threonine,Di,taurine,TDCA,0.4106454849243164
A0A1M3L7G3,threonine,Tri,glycine,GCA,0.2964766025543213
A0A1M3L7G3,threonine,Tri,taurine,TCA,0.34251850843429565
A0A1M3L7G3,tryptamine,Mono,glycine,GLCA,0.11623860895633698
A0A1M3L7G3,tryptamine,Mono,taurine,TLCA,0.16500234603881836
A0A1M3L7G3,tryptamine,Di,glycine,GDCA,0.17954735457897186
A0A1M3L7G3,tryptamine,Di,taurine,TDCA,0.16451217234134674
A0A1M3L7G3,tryptamine,Tri,glycine,GCA,0.2003898024559021
A0A1M3L7G3,tryptamine,Tri,taurine,TCA,0.15494297444820404
A0A1M3L7G3,cadaverine,Mono,glycine,GLCA,0.1727587878704071
A0A1M3L7G3,cadaverine,Mono,taurine,TLCA,0.1903197467327118
A0A1M3L7G3,cadaverine,Di,glycine,GDCA,0.20519715547561646
A0A1M3L7G3,cadaverine,Di,taurine,TDCA,0.15950274467468262
A0A1M3L7G3,cadaverine,Tri,glycine,GCA,0.20946460962295532
A0A1M3L7G3,cadaverine,Tri,taurine,TCA,0.15713748335838318
A0A1M3L7G3,putrescine,Mono,glycine,GLCA,0.1900249421596527
A0A1M3L7G3,putrescine,Mono,taurine,TLCA,0.26226967573165894
A0A1M3L7G3,putrescine,Di,glycine,GDCA,0.22595202922821045
A0A1M3L7G3,putrescine,Di,taurine,TDCA,0.188825786113739
A0A1M3L7G3,putrescine,Tri,glycine,GCA,0.1848621964454651
A0A1M3L7G3,putrescine,Tri,taurine,TCA,0.15548604726791382
A0A1M3L7G3,2_aminophenol,Mono,glycine,GLCA,0.2110837996006012
A0A1M3L7G3,2_aminophenol,Mono,taurine,TLCA,0.34188589453697205
A0A1M3L7G3,2_aminophenol,Di,glycine,GDCA,0.3104827404022217
A0A1M3L7G3,2_aminophenol,Di,taurine,TDCA,0.34485799074172974
A0A1M3L7G3,2_aminophenol,Tri,glycine,GCA,0.27275338768959045
A0A1M3L7G3,2_aminophenol,Tri,taurine,TCA,0.274997353553772
A0A1M3L7G3,serotonin,Mono,glycine,GLCA,0.12022144347429276
A0A1M3L7G3,serotonin,Mono,taurine,TLCA,0.23435339331626892
A0A1M3L7G3,serotonin,Di,glycine,GDCA,0.21649587154388428
A0A1M3L7G3,serotonin,Di,taurine,TDCA,0.19011294841766357
A0A1M3L7G3,serotonin,Tri,glycine,GCA,0.25155842304229736
A0A1M3L7G3,serotonin,Tri,taurine,TCA,0.2063804268836975
A0A1M3L7G3,tyramine,Mono,glycine,GLCA,0.16728046536445618
A0A1M3L7G3,tyramine,Mono,taurine,TLCA,0.2207227200269699
A0A1M3L7G3,tyramine,Di,glycine,GDCA,0.23687011003494263
A0A1M3L7G3,tyramine,Di,taurine,TDCA,0.1770477294921875
A0A1M3L7G3,tyramine,Tri,glycine,GCA,0.2222738116979599
A0A1M3L7G3,tyramine,Tri,taurine,TCA,0.18409135937690735
A0A1M3L7G3,cystine,Mono,glycine,GLCA,0.11090496182441711
A0A1M3L7G3,cystine,Mono,taurine,TLCA,0.2922977805137634
A0A1M3L7G3,cystine,Di,glycine,GDCA,0.1729547679424286
A0A1M3L7G3,cystine,Di,taurine,TDCA,0.09613200277090073
A0A1M3L7G3,cystine,Tri,glycine,GCA,0.19918474555015564
A0A1M3L7G3,cystine,Tri,taurine,TCA,0.13534799218177795
A0A1N6ECR1,"2,3_diaminopropionic acid",Mono,glycine,GLCA,0.24190911650657654
A0A1N6ECR1,"2,3_diaminopropionic acid",Mono,taurine,TLCA,0.39723026752471924
A0A1N6ECR1,"2,3_diaminopropionic acid",Di,glycine,GDCA,0.3301912546157837
A0A1N6ECR1,"2,3_diaminopropionic acid",Di,taurine,TDCA,0.3326350748538971
A0A1N6ECR1,"2,3_diaminopropionic acid",Tri,glycine,GCA,0.31866908073425293
A0A1N6ECR1,"2,3_diaminopropionic acid",Tri,taurine,TCA,0.3080254793167114
A0A1N6ECR1,3_methoxytyramine,Mono,glycine,GLCA,0.09483655542135239
A0A1N6ECR1,3_methoxytyramine,Mono,taurine,TLCA,0.17713779211044312
A0A1N6ECR1,3_methoxytyramine,Di,glycine,GDCA,0.12219762057065964
A0A1N6ECR1,3_methoxytyramine,Di,taurine,TDCA,0.033517636358737946
A0A1N6ECR1,3_methoxytyramine,Tri,glycine,GCA,0.09364062547683716
A0A1N6ECR1,3_methoxytyramine,Tri,taurine,TCA,0.05820787698030472
A0A1N6ECR1,asparagine,Mono,glycine,GLCA,0.23814496397972107
A0A1N6ECR1,asparagine,Mono,taurine,TLCA,0.46688419580459595
A0A1N6ECR1,asparagine,Di,glycine,GDCA,0.26672840118408203
A0A1N6ECR1,asparagine,Di,taurine,TDCA,0.341347873210907
A0A1N6ECR1,asparagine,Tri,glycine,GCA,0.2511977553367615
A0A1N6ECR1,asparagine,Tri,taurine,TCA,0.3155473470687866
A0A1N6ECR1,proline,Mono,glycine,GLCA,0.314357727766037
A0A1N6ECR1,proline,Mono,taurine,TLCA,0.4865736663341522
A0A1N6ECR1,proline,Di,glycine,GDCA,0.2494308203458786
A0A1N6ECR1,proline,Di,taurine,TDCA,0.24574574828147888
A0A1N6ECR1,proline,Tri,glycine,GCA,0.24840179085731506
A0A1N6ECR1,proline,Tri,taurine,TCA,0.20582014322280884
A0A1N6ECR1,dopamine,Mono,glycine,GLCA,0.16693450510501862
A0A1N6ECR1,dopamine,Mono,taurine,TLCA,0.3204561769962311
A0A1N6ECR1,dopamine,Di,glycine,GDCA,0.20572109520435333
A0A1N6ECR1,dopamine,Di,taurine,TDCA,0.17493927478790283
A0A1N6ECR1,dopamine,Tri,glycine,GCA,0.1827235072851181
A0A1N6ECR1,dopamine,Tri,taurine,TCA,0.14899197220802307
A0A1N6ECR1,gaba,Mono,glycine,GLCA,0.19645550847053528
A0A1N6ECR1,gaba,Mono,taurine,TLCA,0.28279805183410645
A0A1N6ECR1,gaba,Di,glycine,GDCA,0.1969226896762848
A0A1N6ECR1,gaba,Di,taurine,TDCA,0.17211011052131653
A0A1N6ECR1,gaba,Tri,glycine,GCA,0.21595725417137146
A0A1N6ECR1,gaba,Tri,taurine,TCA,0.16894066333770752
A0A1N6ECR1,glyglycine,Mono,glycine,GLCA,0.18678294122219086
A0A1N6ECR1,glyglycine,Mono,taurine,TLCA,0.22521087527275085
A0A1N6ECR1,glyglycine,Di,glycine,GDCA,0.17210432887077332
A0A1N6ECR1,glyglycine,Di,taurine,TDCA,0.08964686095714569
A0A1N6ECR1,glyglycine,Tri,glycine,GCA,0.10816507041454315
A0A1N6ECR1,glyglycine,Tri,taurine,TCA,0.061252690851688385
A0A1N6ECR1,alanine,Mono,glycine,GLCA,0.22710080444812775
A0A1N6ECR1,alanine,Mono,taurine,TLCA,0.3302842974662781
A0A1N6ECR1,alanine,Di,glycine,GDCA,0.21995924413204193
A0A1N6ECR1,alanine,Di,taurine,TDCA,0.17361953854560852
A0A1N6ECR1,alanine,Tri,glycine,GCA,0.182160422205925
A0A1N6ECR1,alanine,Tri,taurine,TCA,0.1689784675836563
A0A1N6ECR1,arginine,Mono,glycine,GLCA,0.17043182253837585
A0A1N6ECR1,arginine,Mono,taurine,TLCA,0.3991639018058777
A0A1N6ECR1,arginine,Di,glycine,GDCA,0.21994400024414062
A0A1N6ECR1,arginine,Di,taurine,TDCA,0.26001742482185364
A0A1N6ECR1,arginine,Tri,glycine,GCA,0.22878217697143555
A0A1N6ECR1,arginine,Tri,taurine,TCA,0.22998081147670746
A0A1N6ECR1,citrulline,Mono,glycine,GLCA,0.2903189957141876
A0A1N6ECR1,citrulline,Mono,taurine,TLCA,0.49022871255874634
A0A1N6ECR1,citrulline,Di,glycine,GDCA,0.2869788706302643
A0A1N6ECR1,citrulline,Di,taurine,TDCA,0.3474705219268799
A0A1N6ECR1,citrulline,Tri,glycine,GCA,0.276546835899353
A0A1N6ECR1,citrulline,Tri,taurine,TCA,0.3181711435317993
A0A1N6ECR1,glutamine,Mono,glycine,GLCA,0.28255829215049744
A0A1N6ECR1,glutamine,Mono,taurine,TLCA,0.48292481899261475
A0A1N6ECR1,glutamine,Di,glycine,GDCA,0.3397752046585083
A0A1N6ECR1,glutamine,Di,taurine,TDCA,0.39756661653518677
A0A1N6ECR1,glutamine,Tri,glycine,GCA,0.2708965241909027
A0A1N6ECR1,glutamine,Tri,taurine,TCA,0.3336350619792938
A0A1N6ECR1,histidine,Mono,glycine,GLCA,0.27922454476356506
A0A1N6ECR1,histidine,Mono,taurine,TLCA,0.5233380794525146
A0A1N6ECR1,histidine,Di,glycine,GDCA,0.2754727900028229
A0A1N6ECR1,histidine,Di,taurine,TDCA,0.3757418394088745
A0A1N6ECR1,histidine,Tri,glycine,GCA,0.2716176509857178
A0A1N6ECR1,histidine,Tri,taurine,TCA,0.37877681851387024
A0A1N6ECR1,lysine,Mono,glycine,GLCA,0.2103409767150879
A0A1N6ECR1,lysine,Mono,taurine,TLCA,0.28729408979415894
A0A1N6ECR1,lysine,Di,glycine,GDCA,0.2419997751712799
A0A1N6ECR1,lysine,Di,taurine,TDCA,0.22965149581432343
A0A1N6ECR1,lysine,Tri,glycine,GCA,0.24331261217594147
A0A1N6ECR1,lysine,Tri,taurine,TCA,0.2163010835647583
A0A1N6ECR1,methionine,Mono,glycine,GLCA,0.2047518640756607
A0A1N6ECR1,methionine,Mono,taurine,TLCA,0.3120773732662201
A0A1N6ECR1,methionine,Di,glycine,GDCA,0.16737419366836548
A0A1N6ECR1,methionine,Di,taurine,TDCA,0.17230314016342163
A0A1N6ECR1,methionine,Tri,glycine,GCA,0.15904852747917175
A0A1N6ECR1,methionine,Tri,taurine,TCA,0.19761894643306732
A0A1N6ECR1,ornithine,Mono,glycine,GLCA,0.21506819128990173
A0A1N6ECR1,ornithine,Mono,taurine,TLCA,0.2770848274230957
A0A1N6ECR1,ornithine,Di,glycine,GDCA,0.23910017311573029
A0A1N6ECR1,ornithine,Di,taurine,TDCA,0.21880853176116943
A0A1N6ECR1,ornithine,Tri,glycine,GCA,0.2681539058685303
A0A1N6ECR1,ornithine,Tri,taurine,TCA,0.22930431365966797
A0A1N6ECR1,phenylalanine,Mono,glycine,GLCA,0.29889968037605286
A0A1N6ECR1,phenylalanine,Mono,taurine,TLCA,0.5245343446731567
A0A1N6ECR1,phenylalanine,Di,glycine,GDCA,0.3362131118774414
A0A1N6ECR1,phenylalanine,Di,taurine,TDCA,0.4386776089668274
A0A1N6ECR1,phenylalanine,Tri,glycine,GCA,0.28792041540145874
A0A1N6ECR1,phenylalanine,Tri,taurine,TCA,0.34260278940200806
A0A1N6ECR1,serine,Mono,glycine,GLCA,0.32817256450653076
A0A1N6ECR1,serine,Mono,taurine,TLCA,0.48279085755348206
A0A1N6ECR1,serine,Di,glycine,GDCA,0.3085353970527649
A0A1N6ECR1,serine,Di,taurine,TDCA,0.4061167538166046
A0A1N6ECR1,serine,Tri,glycine,GCA,0.31137239933013916
A0A1N6ECR1,serine,Tri,taurine,TCA,0.32737621665000916
A0A1N6ECR1,threonine,Mono,glycine,GLCA,0.300942063331604
A0A1N6ECR1,threonine,Mono,taurine,TLCA,0.5176336765289307
A0A1N6ECR1,threonine,Di,glycine,GDCA,0.3629855811595917
A0A1N6ECR1,threonine,Di,taurine,TDCA,0.42719098925590515
A0A1N6ECR1,threonine,Tri,glycine,GCA,0.3003913164138794
A0A1N6ECR1,threonine,Tri,taurine,TCA,0.36062562465667725
A0A1N6ECR1,tryptamine,Mono,glycine,GLCA,0.1594311147928238
A0A1N6ECR1,tryptamine,Mono,taurine,TLCA,0.24586662650108337
A0A1N6ECR1,tryptamine,Di,glycine,GDCA,0.22529588639736176
A0A1N6ECR1,tryptamine,Di,taurine,TDCA,0.2063559889793396
A0A1N6ECR1,tryptamine,Tri,glycine,GCA,0.1912490725517273
A0A1N6ECR1,tryptamine,Tri,taurine,TCA,0.17227628827095032
A0A1N6ECR1,cadaverine,Mono,glycine,GLCA,0.23364385962486267
A0A1N6ECR1,cadaverine,Mono,taurine,TLCA,0.2775150537490845
A0A1N6ECR1,cadaverine,Di,glycine,GDCA,0.23096305131912231
A0A1N6ECR1,cadaverine,Di,taurine,TDCA,0.20332708954811096
A0A1N6ECR1,cadaverine,Tri,glycine,GCA,0.23784348368644714
A0A1N6ECR1,cadaverine,Tri,taurine,TCA,0.19541585445404053
A0A1N6ECR1,putrescine,Mono,glycine,GLCA,0.24878466129302979
A0A1N6ECR1,putrescine,Mono,taurine,TLCA,0.34074947237968445
A0A1N6ECR1,putrescine,Di,glycine,GDCA,0.23799671232700348
A0A1N6ECR1,putrescine,Di,taurine,TDCA,0.22721907496452332
A0A1N6ECR1,putrescine,Tri,glycine,GCA,0.2162744551897049
A0A1N6ECR1,putrescine,Tri,taurine,TCA,0.18995016813278198
A0A1N6ECR1,2_aminophenol,Mono,glycine,GLCA,0.2820627987384796
A0A1N6ECR1,2_aminophenol,Mono,taurine,TLCA,0.43579500913619995
A0A1N6ECR1,2_aminophenol,Di,glycine,GDCA,0.36462098360061646
A0A1N6ECR1,2_aminophenol,Di,taurine,TDCA,0.41560500860214233
A0A1N6ECR1,2_aminophenol,Tri,glycine,GCA,0.3197302222251892
A0A1N6ECR1,2_aminophenol,Tri,taurine,TCA,0.3498334288597107
A0A1N6ECR1,serotonin,Mono,glycine,GLCA,0.17085950076580048
A0A1N6ECR1,serotonin,Mono,taurine,TLCA,0.31266576051712036
A0A1N6ECR1,serotonin,Di,glycine,GDCA,0.26549088954925537
A0A1N6ECR1,serotonin,Di,taurine,TDCA,0.23446844518184662
A0A1N6ECR1,serotonin,Tri,glycine,GCA,0.2802351713180542
A0A1N6ECR1,serotonin,Tri,taurine,TCA,0.23321059346199036
A0A1N6ECR1,tyramine,Mono,glycine,GLCA,0.21141640841960907
A0A1N6ECR1,tyramine,Mono,taurine,TLCA,0.29978692531585693
A0A1N6ECR1,tyramine,Di,glycine,GDCA,0.26262950897216797
A0A1N6ECR1,tyramine,Di,taurine,TDCA,0.21060135960578918
A0A1N6ECR1,tyramine,Tri,glycine,GCA,0.22005881369113922
A0A1N6ECR1,tyramine,Tri,taurine,TCA,0.20503801107406616
A0A1N6ECR1,cystine,Mono,glycine,GLCA,0.1810593605041504
A0A1N6ECR1,cystine,Mono,taurine,TLCA,0.3712715208530426
A0A1N6ECR1,cystine,Di,glycine,GDCA,0.20570749044418335
A0A1N6ECR1,cystine,Di,taurine,TDCA,0.1307741105556488
A0A1N6ECR1,cystine,Tri,glycine,GCA,0.24349857866764069
A0A1N6ECR1,cystine,Tri,taurine,TCA,0.1825963854789734
A0A1Q6E5Z9,"2,3_diaminopropionic acid",Mono,glycine,GLCA,0.21766448020935059
A0A1Q6E5Z9,"2,3_diaminopropionic acid",Mono,taurine,TLCA,0.3450656831264496
A0A1Q6E5Z9,"2,3_diaminopropionic acid",Di,glycine,GDCA,0.3380538821220398
A0A1Q6E5Z9,"2,3_diaminopropionic acid",Di,taurine,TDCA,0.31626591086387634
A0A1Q6E5Z9,"2,3_diaminopropionic acid",Tri,glycine,GCA,0.3434390127658844
A0A1Q6E5Z9,"2,3_diaminopropionic acid",Tri,taurine,TCA,0.30659496784210205
A0A1Q6E5Z9,3_methoxytyramine,Mono,glycine,GLCA,0.064776711165905
A0A1Q6E5Z9,3_methoxytyramine,Mono,taurine,TLCA,0.11032956838607788
A0A1Q6E5Z9,3_methoxytyramine,Di,glycine,GDCA,0.13876286149024963
A0A1Q6E5Z9,3_methoxytyramine,Di,taurine,TDCA,0.037803519517183304
A0A1Q6E5Z9,3_methoxytyramine,Tri,glycine,GCA,0.10108618438243866
A0A1Q6E5Z9,3_methoxytyramine,Tri,taurine,TCA,0.05501488596200943
A0A1Q6E5Z9,asparagine,Mono,glycine,GLCA,0.21663761138916016
A0A1Q6E5Z9,asparagine,Mono,taurine,TLCA,0.42430442571640015
A0A1Q6E5Z9,asparagine,Di,glycine,GDCA,0.25512370467185974
A0A1Q6E5Z9,asparagine,Di,taurine,TDCA,0.3218710124492645
A0A1Q6E5Z9,asparagine,Tri,glycine,GCA,0.26743146777153015
A0A1Q6E5Z9,asparagine,Tri,taurine,TCA,0.30722421407699585
A0A1Q6E5Z9,proline,Mono,glycine,GLCA,0.29747363924980164
A0A1Q6E5Z9,proline,Mono,taurine,TLCA,0.44321703910827637
A0A1Q6E5Z9,proline,Di,glycine,GDCA,0.256214439868927
A0A1Q6E5Z9,proline,Di,taurine,TDCA,0.24522888660430908
A0A1Q6E5Z9,proline,Tri,glycine,GCA,0.26369351148605347
A0A1Q6E5Z9,proline,Tri,taurine,TCA,0.20650288462638855
A0A1Q6E5Z9,dopamine,Mono,glycine,GLCA,0.1629076898097992
A0A1Q6E5Z9,dopamine,Mono,taurine,TLCA,0.2605319023132324
A0A1Q6E5Z9,dopamine,Di,glycine,GDCA,0.2133687287569046
A0A1Q6E5Z9,dopamine,Di,taurine,TDCA,0.18722385168075562
A0A1Q6E5Z9,dopamine,Tri,glycine,GCA,0.21479010581970215
A0A1Q6E5Z9,dopamine,Tri,taurine,TCA,0.16735994815826416
A0A1Q6E5Z9,gaba,Mono,glycine,GLCA,0.17385725677013397
A0A1Q6E5Z9,gaba,Mono,taurine,TLCA,0.22642824053764343
A0A1Q6E5Z9,gaba,Di,glycine,GDCA,0.19816701114177704
A0A1Q6E5Z9,gaba,Di,taurine,TDCA,0.1439647376537323
A0A1Q6E5Z9,gaba,Tri,glycine,GCA,0.22492942214012146
A0A1Q6E5Z9,gaba,Tri,taurine,TCA,0.16415515542030334
A0A1Q6E5Z9,glyglycine,Mono,glycine,GLCA,0.17135988175868988
A0A1Q6E5Z9,glyglycine,Mono,taurine,TLCA,0.18405234813690186
A0A1Q6E5Z9,glyglycine,Di,glycine,GDCA,0.15431103110313416
A0A1Q6E5Z9,glyglycine,Di,taurine,TDCA,0.08973869681358337
A0A1Q6E5Z9,glyglycine,Tri,glycine,GCA,0.10102793574333191
A0A1Q6E5Z9,glyglycine,Tri,taurine,TCA,0.04813126474618912
A0A1Q6E5Z9,alanine,Mono,glycine,GLCA,0.20984004437923431
A0A1Q6E5Z9,alanine,Mono,taurine,TLCA,0.27907609939575195
