Enzyme,Amine,Hydroxyl,active,raw,calibrated
A0A1C5MV31,serine,Mono,1,0.7286,0.5287
A0A1C5MV31,serine,Tri,0,0.5638,0.4231
A0A1C5MV31,serotonin,Di,0,0.0357,0.0409
A0A1C5MV31,serotonin,Mono,1,0.4807,0.4014
A0A1C5MV31,serotonin,Tri,0,0.0511,0.0529
A0A1C5MV31,threonine,Di,1,0.5102,0.4014
A0A1C5MV31,threonine,Mono,1,0.577,0.4638
A0A1C5MV31,threonine,Tri,0,0.0698,0.0529
A0A1C5MV31,tryptamine,Di,0,0.0045,0.0101
A0A1C5MV31,tryptamine,Mono,0,0.001,0.0023
A0A1C5MV31,tryptamine,Tri,0,0.0187,0.0202
A0A1C5MV31,tyramine,Di,0,0.085,0.0529
A0A1C5MV31,tyramine,Mono,1,0.6192,0.4706
A0A1C5MV31,tyramine,Tri,0,0.1203,0.0915
A0A1C5PCN0,"2,3_diaminopropionic acid",Di,0,0.3824,0.2815
A0A1C5PCN0,"2,3_diaminopropionic acid",Mono,0,0.185,0.1127
A0A1C5PCN0,"2,3_diaminopropionic acid",Tri,1,0.8989,0.8571
A0A1C5PCN0,2_aminophenol,Di,1,0.981,0.9082
A0A1C5PCN0,2_aminophenol,Mono,0,0.7491,0.5287
A0A1C5PCN0,2_aminophenol,Tri,1,0.9486,0.9023
A0A1C5PCN0,3_methoxytyramine,Di,0,0.2596,0.1757
A0A1C5PCN0,3_methoxytyramine,Mono,0,0.0181,0.0202
A0A1C5PCN0,3_methoxytyramine,Tri,0,0.1761,0.1127
A0A1C5PCN0,alanine,Di,1,0.9952,0.9214
A0A1C5PCN0,alanine,Mono,1,0.9938,0.9214
A0A1C5PCN0,alanine,Tri,1,0.9344,0.8636
A0A1C5PCN0,arginine,Di,0,0.1245,0.0915
A0A1C5PCN0,arginine,Mono,0,0.039,0.0529
A0A1C5PCN0,arginine,Tri,1,0.1815,0.1127
A0A1C5PCN0,asparagine,Di,0,0.1645,0.1127
A0A1C5PCN0,asparagine,Mono,0,0.1358,0.0915
A0A1C5PCN0,asparagine,Tri,1,0.9512,0.9023
A0A1C5PCN0,cadaverine,Di,0,0.0165,0.0202
A0A1C5PCN0,cadaverine,Mono,0,0.0063,0.0101
A0A1C5PCN0,cadaverine,Tri,0,0.0451,0.0529
A0A1C5PCN0,citrulline,Di,1,0.5282,0.4014
A0A1C5PCN0,citrulline,Mono,0,0.2244,0.1127
A0A1C5PCN0,citrulline,Tri,1,0.2036,0.1127
A0A1C5PCN0,cystine,Di,0,0.08,0.0529
A0A1C5PCN0,cystine,Mono,0,0.0238,0.0391
A0A1C5PCN0,cystine,Tri,1,0.0954,0.0915
A0A1C5PCN0,dopamine,Di,0,0.4344,0.3936
A0A1C5PCN0,dopamine,Mono,0,0.0958,0.0915
A0A1C5PCN0,dopamine,Tri,1,0.9356,0.8636
A0A1C5PCN0,gaba,Di,1,0.995,0.9214
A0A1C5PCN0,gaba,Mono,1,0.9963,0.925
A0A1C5PCN0,gaba,Tri,1,0.9953,0.9214
A0A1C5PCN0,glutamine,Di,1,0.6398,0.5
A0A1C5PCN0,glutamine,Mono,1,0.936,0.8636
A0A1C5PCN0,glutamine,Tri,1,0.4168,0.2815
A0A1C5PCN0,glyglycine,Di,0,0.1554,0.1127
A0A1C5PCN0,glyglycine,Mono,0,0.1059,0.0915
A0A1C5PCN0,glyglycine,Tri,1,0.3472,0.28
A0A1C5PCN0,histidine,Di,0,0.0261,0.0391
A0A1C5PCN0,histidine,Mono,0,0.0155,0.0202
A0A1C5PCN0,histidine,Tri,1,0.0825,0.0529
A0A1C5PCN0,lysine,Di,1,0.7161,0.5287
A0A1C5PCN0,lysine,Mono,0,0.351,0.28
A0A1C5PCN0,lysine,Tri,0,0.2235,0.1127
A0A1C5PCN0,methionine,Di,1,0.753,0.5287
A0A1C5PCN0,methionine,Mono,1,0.7412,0.5287
A0A1C5PCN0,methionine,Tri,1,0.7176,0.5287
A0A1C5PCN0,ornithine,Di,1,0.6306,0.4857
A0A1C5PCN0,ornithine,Mono,0,0.3574,0.2815
A0A1C5PCN0,ornithine,Tri,0,0.1943,0.1127
A0A1C5PCN0,phenylalanine,Di,1,0.9927,0.9214
A0A1C5PCN0,phenylalanine,Mono,1,0.7725,0.5287
A0A1C5PCN0,phenylalanine,Tri,1,0.995,0.9214
A0A1C5PCN0,proline,Di,0,0.0345,0.0409
A0A1C5PCN0,proline,Mono,0,0.036,0.0409
A0A1C5PCN0,proline,Tri,0,0.1355,0.0915
A0A1C5PCN0,putrescine,Di,0,0.0156,0.0202
A0A1C5PCN0,putrescine,Mono,0,0.0057,0.0101
A0A1C5PCN0,putrescine,Tri,0,0.0411,0.0529
A0A1C5PCN0,serine,Di,1,0.7475,0.5287
A0A1C5PCN0,serine,Mono,1,0.8551,0.7
A0A1C5PCN0,serine,Tri,1,0.6921,0.5287
A0A1C5PCN0,serotonin,Di,0,0.0395,0.0529
A0A1C5PCN0,serotonin,Mono,1,0.6131,0.4706
A0A1C5PCN0,serotonin,Tri,0,0.0555,0.0529
A0A1C5PCN0,threonine,Di,1,0.7658,0.5287
A0A1C5PCN0,threonine,Mono,1,0.8625,0.7
A0A1C5PCN0,threonine,Tri,0,0.123,0.0915
A0A1C5PCN0,tryptamine,Di,0,0.0049,0.0101
A0A1C5PCN0,tryptamine,Mono,0,0.0013,0.0023
A0A1C5PCN0,tryptamine,Tri,0,0.0175,0.0202
A0A1C5PCN0,tyramine,Di,0,0.0729,0.0529
A0A1C5PCN0,tyramine,Mono,1,0.6914,0.5287
A0A1C5PCN0,tyramine,Tri,0,0.1183,0.0915
A0A1C5QNJ0,"2,3_diaminopropionic acid",Di,0,0.4581,0.3936
A0A1C5QNJ0,"2,3_diaminopropionic acid",Mono,0,0.2321,0.1455
A0A1C5QNJ0,"2,3_diaminopropionic acid",Tri,1,0.9009,0.8571
A0A1C5QNJ0,2_aminophenol,Di,1,0.9871,0.9214
A0A1C5QNJ0,2_aminophenol,Mono,0,0.842,0.7
A0A1C5QNJ0,2_aminophenol,Tri,1,0.9643,0.9023
A0A1C5QNJ0,3_methoxytyramine,Di,0,0.3253,0.2692
A0A1C5QNJ0,3_methoxytyramine,Mono,0,0.0321,0.0409
A0A1C5QNJ0,3_methoxytyramine,Tri,0,0.2685,0.1875
A0A1C5QNJ0,alanine,Di,1,0.9961,0.925
A0A1C5QNJ0,alanine,Mono,1,0.9937,0.9214
A0A1C5QNJ0,alanine,Tri,1,0.9403,0.8696
A0A1C5QNJ0,arginine,Di,0,0.2351,0.1455
A0A1C5QNJ0,arginine,Mono,0,0.0724,0.0529
A0A1C5QNJ0,arginine,Tri,0,0.2643,0.1875
A0A1C5QNJ0,asparagine,Di,0,0.2827,0.1915
A0A1C5QNJ0,asparagine,Mono,0,0.2306,0.1455
A0A1C5QNJ0,asparagine,Tri,1,0.9772,0.9082
A0A1C5QNJ0,cadaverine,Di,0,0.0333,0.0409
A0A1C5QNJ0,cadaverine,Mono,0,0.0104,0.0101
A0A1C5QNJ0,cadaverine,Tri,0,0.0804,0.0529
A0A1C5QNJ0,citrulline,Di,0,0.687,0.5287
A0A1C5QNJ0,citrulline,Mono,0,0.2874,0.2692
A0A1C5QNJ0,citrulline,Tri,0,0.284,0.1915
A0A1C5QNJ0,cystine,Di,0,0.1195,0.0915
A0A1C5QNJ0,cystine,Mono,0,0.0326,0.0409
A0A1C5QNJ0,cystine,Tri,0,0.1444,0.0915
A0A1C5QNJ0,dopamine,Di,0,0.5927,0.4638
A0A1C5QNJ0,dopamine,Mono,0,0.1787,0.1127
A0A1C5QNJ0,dopamine,Tri,1,0.9583,0.9023
A0A1C5QNJ0,gaba,Di,1,0.9972,1.0
A0A1C5QNJ0,gaba,Mono,1,0.9972,1.0
A0A1C5QNJ0,gaba,Tri,1,0.9975,1.0
A0A1C5QNJ0,glutamine,Di,0,0.7682,0.5287
A0A1C5QNJ0,glutamine,Mono,1,0.9486,0.9023
A0A1C5QNJ0,glutamine,Tri,0,0.6001,0.4638
A0A1C5QNJ0,glyglycine,Di,0,0.1269,0.0915
A0A1C5QNJ0,glyglycine,Mono,0,0.0744,0.0529
A0A1C5QNJ0,glyglycine,Tri,1,0.2457,0.1757
A0A1C5QNJ0,histidine,Di,0,0.019,0.0202
A0A1C5QNJ0,histidine,Mono,0,0.0119,0.0114
A0A1C5QNJ0,histidine,Tri,0,0.0637,0.0529
A0A1C5QNJ0,lysine,Di,1,0.8843,0.8235
A0A1C5QNJ0,lysine,Mono,0,0.4868,0.4014
A0A1C5QNJ0,lysine,Tri,0,0.3472,0.28
A0A1C5QNJ0,methionine,Di,0,0.7797,0.5287
A0A1C5QNJ0,methionine,Mono,0,0.7105,0.5287
A0A1C5QNJ0,methionine,Tri,1,0.7137,0.5287
A0A1C5QNJ0,ornithine,Di,0,0.6964,0.5287
A0A1C5QNJ0,ornithine,Mono,0,0.3507,0.28
A0A1C5QNJ0,ornithine,Tri,0,0.2063,0.1127
A0A1C5QNJ0,phenylalanine,Di,1,0.9939,0.9214
A0A1C5QNJ0,phenylalanine,Mono,0,0.8175,0.7
A0A1C5QNJ0,phenylalanine,Tri,1,0.9959,0.925
A0A1C5QNJ0,proline,Di,0,0.0804,0.0529
A0A1C5QNJ0,proline,Mono,0,0.0888,0.0529
A0A1C5QNJ0,proline,Tri,0,0.2909,0.2692
A0A1C5QNJ0,putrescine,Di,0,0.034,0.0409
A0A1C5QNJ0,putrescine,Mono,0,0.0101,0.0101
A0A1C5QNJ0,putrescine,Tri,0,0.0791,0.0529
A0A1C5QNJ0,serine,Di,1,0.8267,0.7
A0A1C5QNJ0,serine,Mono,1,0.9036,0.8636
A0A1C5QNJ0,serine,Tri,1,0.7437,0.5287
A0A1C5QNJ0,serotonin,Di,0,0.0741,0.0529
A0A1C5QNJ0,serotonin,Mono,0,0.6733,0.5287
A0A1C5QNJ0,serotonin,Tri,0,0.1017,0.0915
A0A1C5QNJ0,threonine,Di,0,0.7113,0.5287
A0A1C5QNJ0,threonine,Mono,1,0.7984,0.6667
A0A1C5QNJ0,threonine,Tri,0,0.0993,0.0915
A0A1C5QNJ0,tryptamine,Di,0,0.0083,0.0101
A0A1C5QNJ0,tryptamine,Mono,0,0.0024,0.0101
A0A1C5QNJ0,tryptamine,Tri,0,0.0276,0.0391
A0A1C5QNJ0,tyramine,Di,0,0.1327,0.0915
A0A1C5QNJ0,tyramine,Mono,1,0.7092,0.5287
A0A1C5QNJ0,tyramine,Tri,0,0.2008,0.1127
A0A1C5S406,"2,3_diaminopropionic acid",Di,0,0.0453,0.0529
A0A1C5S406,"2,3_diaminopropionic acid",Mono,0,0.0157,0.0202
A0A1C5S406,"2,3_diaminopropionic acid",Tri,1,0.232,0.1455
A0A1C5S406,2_aminophenol,Di,0,0.9233,0.8636
A0A1C5S406,2_aminophenol,Mono,0,0.3039,0.2692
A0A1C5S406,2_aminophenol,Tri,1,0.6645,0.5287
A0A1C5S406,3_methoxytyramine,Di,0,0.0529,0.0529
A0A1C5S406,3_methoxytyramine,Mono,0,0.0034,0.0101
A0A1C5S406,3_methoxytyramine,Tri,0,0.0345,0.0409
A0A1C5S406,alanine,Di,1,0.9786,0.9082
A0A1C5S406,alanine,Mono,1,0.9626,0.9023
A0A1C5S406,alanine,Tri,1,0.4532,0.3936
A0A1C5S406,arginine,Di,0,0.0108,0.0101
A0A1C5S406,arginine,Mono,0,0.0041,0.0101
A0A1C5S406,arginine,Tri,0,0.0115,0.0114
A0A1C5S406,asparagine,Di,0,0.076,0.0529
A0A1C5S406,asparagine,Mono,0,0.0892,0.0529
A0A1C5S406,asparagine,Tri,1,0.9162,0.8636
A0A1C5S406,cadaverine,Di,0,0.0027,0.0101
A0A1C5S406,cadaverine,Mono,0,0.0009,0.0023
A0A1C5S406,cadaverine,Tri,0,0.0064,0.0101
A0A1C5S406,citrulline,Di,0,0.0238,0.0391
A0A1C5S406,citrulline,Mono,0,0.0067,0.0101
A0A1C5S406,citrulline,Tri,0,0.0055,0.0101
A0A1C5S406,cystine,Di,0,0.0104,0.0101
A0A1C5S406,cystine,Mono,0,0.0026,0.0101
A0A1C5S406,cystine,Tri,0,0.01,0.0101
A0A1C5S406,dopamine,Di,0,0.1775,0.1127
A0A1C5S406,dopamine,Mono,0,0.0192,0.0202
A0A1C5S406,dopamine,Tri,1,0.8342,0.7
A0A1C5S406,gaba,Di,1,0.9792,0.9082
A0A1C5S406,gaba,Mono,1,0.9866,0.9214
A0A1C5S406,gaba,Tri,1,0.9798,0.9082
A0A1C5S406,glutamine,Di,0,0.1741,0.1127
A0A1C5S406,glutamine,Mono,0,0.8812,0.75
A0A1C5S406,glutamine,Tri,0,0.0968,0.0915
A0A1C5S406,glyglycine,Di,0,0.0107,0.0101
A0A1C5S406,glyglycine,Mono,0,0.0054,0.0101
A0A1C5S406,glyglycine,Tri,1,0.0158,0.0202
A0A1C5S406,histidine,Di,0,0.0047,0.0101
A0A1C5S406,histidine,Mono,0,0.0018,0.0023
A0A1C5S406,histidine,Tri,0,0.0094,0.0101
A0A1C5S406,lysine,Di,1,0.0694,0.0529
A0A1C5S406,lysine,Mono,0,0.0166,0.0202
A0A1C5S406,lysine,Tri,0,0.0079,0.0101
A0A1C5S406,methionine,Di,0,0.0922,0.0714
A0A1C5S406,methionine,Mono,0,0.0704,0.0529
A0A1C5S406,methionine,Tri,1,0.0414,0.0529
A0A1C5S406,ornithine,Di,0,0.0836,0.0529
A0A1C5S406,ornithine,Mono,0,0.0275,0.0391
A0A1C5S406,ornithine,Tri,0,0.0114,0.0114
A0A1C5S406,phenylalanine,Di,1,0.9649,0.9023
A0A1C5S406,phenylalanine,Mono,0,0.2001,0.1127
A0A1C5S406,phenylalanine,Tri,1,0.9673,0.9082
A0A1C5S406,proline,Di,0,0.0062,0.0101
A0A1C5S406,proline,Mono,0,0.0073,0.0101
A0A1C5S406,proline,Tri,0,0.0208,0.0301
A0A1C5S406,putrescine,Di,0,0.0025,0.0101
A0A1C5S406,putrescine,Mono,0,0.0008,0.0023
A0A1C5S406,putrescine,Tri,0,0.0057,0.0101
A0A1C5S406,serine,Di,1,0.1666,0.1127
A0A1C5S406,serine,Mono,1,0.2604,0.1875
A0A1C5S406,serine,Tri,0,0.1104,0.0915
A0A1C5S406,serotonin,Di,0,0.0091,0.0101
A0A1C5S406,serotonin,Mono,0,0.1392,0.0915
A0A1C5S406,serotonin,Tri,0,0.0089,0.0101
A0A1C5S406,threonine,Di,0,0.0526,0.0529
A0A1C5S406,threonine,Mono,1,0.0884,0.0529
A0A1C5S406,threonine,Tri,0,0.0021,0.0023
A0A1C5S406,tryptamine,Di,0,0.0037,0.0101
A0A1C5S406,tryptamine,Mono,0,0.0005,0.0
A0A1C5S406,tryptamine,Tri,0,0.0076,0.0101
A0A1C5S406,tyramine,Di,0,0.0157,0.0202
A0A1C5S406,tyramine,Mono,1,0.134,0.0915
A0A1C5S406,tyramine,Tri,0,0.0223,0.0301
A0A1C5V0T2,"2,3_diaminopropionic acid",Di,0,0.4115,0.2815
A0A1C5V0T2,"2,3_diaminopropionic acid",Mono,0,0.1929,0.1127
A0A1C5V0T2,"2,3_diaminopropionic acid",Tri,1,0.9102,0.8636
A0A1C5V0T2,2_aminophenol,Di,1,0.9863,0.9214
A0A1C5V0T2,2_aminophenol,Mono,0,0.7904,0.5287
A0A1C5V0T2,2_aminophenol,Tri,1,0.9661,0.9082
A0A1C5V0T2,3_methoxytyramine,Di,0,0.3384,0.28
A0A1C5V0T2,3_methoxytyramine,Mono,0,0.0216,0.0301
A0A1C5V0T2,3_methoxytyramine,Tri,0,0.244,0.1757
A0A1C5V0T2,alanine,Di,1,0.9948,0.9214
A0A1C5V0T2,alanine,Mono,1,0.9913,0.9214
A0A1C5V0T2,alanine,Tri,1,0.9357,0.8636
A0A1C5V0T2,arginine,Di,0,0.1615,0.1127
A0A1C5V0T2,arginine,Mono,0,0.0557,0.0529
A0A1C5V0T2,arginine,Tri,0,0.2707,0.1915
A0A1C5V0T2,asparagine,Di,0,0.2561,0.1757
A0A1C5V0T2,asparagine,Mono,0,0.1967,0.1127
A0A1C5V0T2,asparagine,Tri,1,0.9839,0.9214
A0A1C5V0T2,cadaverine,Di,0,0.028,0.0391
A0A1C5V0T2,cadaverine,Mono,0,0.008,0.0101
A0A1C5V0T2,cadaverine,Tri,0,0.0684,0.0529
A0A1C5V0T2,citrulline,Di,0,0.5326,0.4014
A0A1C5V0T2,citrulline,Mono,0,0.1911,0.1127
A0A1C5V0T2,citrulline,Tri,0,0.2316,0.1455
A0A1C5V0T2,cystine,Di,0,0.1086,0.0915
A0A1C5V0T2,cystine,Mono,0,0.0269,0.0391
A0A1C5V0T2,cystine,Tri,0,0.1414,0.0915
A0A1C5V0T2,dopamine,Di,0,0.5938,0.4638
A0A1C5V0T2,dopamine,Mono,0,0.1074,0.0915
A0A1C5V0T2,dopamine,Tri,1,0.9612,0.9023
A0A1C5V0T2,gaba,Di,1,0.9963,0.925
A0A1C5V0T2,gaba,Mono,1,0.9961,0.925
A0A1C5V0T2,gaba,Tri,1,0.9969,1.0
A0A1C5V0T2,glutamine,Di,0,0.7487,0.5287
A0A1C5V0T2,glutamine,Mono,0,0.9413,0.8696
A0A1C5V0T2,glutamine,Tri,0,0.5715,0.4231
A0A1C5V0T2,glyglycine,Di,0,0.1325,0.0915
A0A1C5V0T2,glyglycine,Mono,0,0.0722,0.0529
A0A1C5V0T2,glyglycine,Tri,0,0.2476,0.1757
A0A1C5V0T2,histidine,Di,0,0.0171,0.0202
A0A1C5V0T2,histidine,Mono,0,0.0085,0.0101
A0A1C5V0T2,histidine,Tri,0,0.0532,0.0529
A0A1C5V0T2,lysine,Di,1,0.8609,0.7
A0A1C5V0T2,lysine,Mono,0,0.4452,0.3936
A0A1C5V0T2,lysine,Tri,0,0.3384,0.28
A0A1C5V0T2,methionine,Di,0,0.7112,0.5287
A0A1C5V0T2,methionine,Mono,0,0.6052,0.4638
A0A1C5V0T2,methionine,Tri,0,0.6191,0.4706
A0A1C5V0T2,ornithine,Di,0,0.6568,0.5287
A0A1C5V0T2,ornithine,Mono,0,0.3546,0.2815
A0A1C5V0T2,ornithine,Tri,0,0.2377,0.1455
A0A1C5V0T2,phenylalanine,Di,1,0.9938,0.9214
A0A1C5V0T2,phenylalanine,Mono,1,0.7075,0.5287
A0A1C5V0T2,phenylalanine,Tri,1,0.996,0.925
A0A1C5V0T2,proline,Di,0,0.0509,0.0529
A0A1C5V0T2,proline,Mono,0,0.0521,0.0529
A0A1C5V0T2,proline,Tri,0,0.2123,0.1127
A0A1C5V0T2,putrescine,Di,0,0.0271,0.0391
A0A1C5V0T2,putrescine,Mono,0,0.0074,0.0101
A0A1C5V0T2,putrescine,Tri,0,0.064,0.0529
A0A1C5V0T2,serine,Di,1,0.7996,0.7
A0A1C5V0T2,serine,Mono,1,0.8655,0.7
A0A1C5V0T2,serine,Tri,0,0.7471,0.5287
A0A1C5V0T2,serotonin,Di,0,0.0495,0.0529
A0A1C5V0T2,serotonin,Mono,0,0.6033,0.4638
A0A1C5V0T2,serotonin,Tri,0,0.0597,0.0529
A0A1C5V0T2,threonine,Di,1,0.6538,0.5287
A0A1C5V0T2,threonine,Mono,1,0.7249,0.5287
A0A1C5V0T2,threonine,Tri,0,0.0908,0.0529
A0A1C5V0T2,tryptamine,Di,0,0.008,0.0101
A0A1C5V0T2,tryptamine,Mono,0,0.0021,0.0023
A0A1C5V0T2,tryptamine,Tri,0,0.0258,0.0391
A0A1C5V0T2,tyramine,Di,0,0.0837,0.0529
A0A1C5V0T2,tyramine,Mono,1,0.6422,0.5287
A0A1C5V0T2,tyramine,Tri,0,0.1186,0.0915
A0A1C5VKY6,"2,3_diaminopropionic acid",Di,0,0.2468,0.1757
A0A1C5VKY6,"2,3_diaminopropionic acid",Mono,0,0.1425,0.0915
A0A1C5VKY6,"2,3_diaminopropionic acid",Tri,1,0.8499,0.7
A0A1C5VKY6,2_aminophenol,Di,1,0.9807,0.9082
A0A1C5VKY6,2_aminophenol,Mono,0,0.7382,0.5287
A0A1C5VKY6,2_aminophenol,Tri,1,0.9603,0.9023
A0A1C5VKY6,3_methoxytyramine,Di,0,0.198,0.1127
A0A1C5VKY6,3_methoxytyramine,Mono,0,0.0208,0.0301
A0A1C5VKY6,3_methoxytyramine,Tri,0,0.1955,0.1127
A0A1C5VKY6,alanine,Di,1,0.993,0.9214
A0A1C5VKY6,alanine,Mono,1,0.9926,0.9214
A0A1C5VKY6,alanine,Tri,1,0.9252,0.8636
A0A1C5VKY6,arginine,Di,0,0.0668,0.0529
A0A1C5VKY6,arginine,Mono,0,0.0268,0.0391
A0A1C5VKY6,arginine,Tri,0,0.1241,0.0915
A0A1C5VKY6,asparagine,Di,0,0.1254,0.0915
A0A1C5VKY6,asparagine,Mono,0,0.1029,0.0915
A0A1C5VKY6,asparagine,Tri,1,0.9284,0.8636
A0A1C5VKY6,cadaverine,Di,0,0.008,0.0101
A0A1C5VKY6,cadaverine,Mono,0,0.0038,0.0101
A0A1C5VKY6,cadaverine,Tri,0,0.0339,0.0409
A0A1C5VKY6,citrulline,Di,0,0.2874,0.2692
A0A1C5VKY6,citrulline,Mono,0,0.104,0.0915
A0A1C5VKY6,citrulline,Tri,0,0.0834,0.0529
A0A1C5VKY6,cystine,Di,0,0.0512,0.0529
A0A1C5VKY6,cystine,Mono,0,0.0201,0.0301
A0A1C5VKY6,cystine,Tri,0,0.0813,0.0529
A0A1C5VKY6,dopamine,Di,0,0.3239,0.2692
A0A1C5VKY6,dopamine,Mono,0,0.0793,0.0529
A0A1C5VKY6,dopamine,Tri,1,0.9237,0.8636
A0A1C5VKY6,gaba,Di,1,0.9913,0.9214
A0A1C5VKY6,gaba,Mono,1,0.9944,0.9214
A0A1C5VKY6,gaba,Tri,1,0.9946,0.9214
A0A1C5VKY6,glutamine,Di,1,0.5898,0.4638
A0A1C5VKY6,glutamine,Mono,1,0.9179,0.8636
A0A1C5VKY6,glutamine,Tri,0,0.3669,0.2815
A0A1C5VKY6,glyglycine,Di,0,0.0938,0.0714
A0A1C5VKY6,glyglycine,Mono,0,0.0728,0.0529
A0A1C5VKY6,glyglycine,Tri,1,0.2262,0.1455
A0A1C5VKY6,histidine,Di,0,0.0167,0.0202
A0A1C5VKY6,histidine,Mono,0,0.0129,0.0137
A0A1C5VKY6,histidine,Tri,1,0.0553,0.0529
A0A1C5VKY6,lysine,Di,1,0.5868,0.4638
A0A1C5VKY6,lysine,Mono,0,0.237,0.1455
A0A1C5VKY6,lysine,Tri,0,0.1408,0.0915
A0A1C5VKY6,methionine,Di,0,0.6935,0.5287
A0A1C5VKY6,methionine,Mono,1,0.712,0.5287
A0A1C5VKY6,methionine,Tri,1,0.6458,0.5287
A0A1C5VKY6,ornithine,Di,0,0.3716,0.2815
A0A1C5VKY6,ornithine,Mono,0,0.1839,0.1127
A0A1C5VKY6,ornithine,Tri,0,0.0995,0.0915
A0A1C5VKY6,phenylalanine,Di,1,0.9874,0.9214
A0A1C5VKY6,phenylalanine,Mono,1,0.6688,0.5287
A0A1C5VKY6,phenylalanine,Tri,1,0.9918,0.9214
A0A1C5VKY6,proline,Di,0,0.0185,0.0202
A0A1C5VKY6,proline,Mono,0,0.02,0.0301
A0A1C5VKY6,proline,Tri,0,0.0692,0.0529
A0A1C5VKY6,putrescine,Di,0,0.0077,0.0101
A0A1C5VKY6,putrescine,Mono,0,0.0035,0.0101
A0A1C5VKY6,putrescine,Tri,0,0.0318,0.0409
A0A1C5VKY6,serine,Di,1,0.7051,0.5287
A0A1C5VKY6,serine,Mono,1,0.8168,0.7
A0A1C5VKY6,serine,Tri,1,0.6592,0.5287
A0A1C5VKY6,serotonin,Di,0,0.0314,0.0409
A0A1C5VKY6,serotonin,Mono,0,0.5117,0.4014
A0A1C5VKY6,serotonin,Tri,0,0.0508,0.0529
A0A1C5VKY6,threonine,Di,1,0.7017,0.5287
A0A1C5VKY6,threonine,Mono,1,0.8208,0.7
A0A1C5VKY6,threonine,Tri,0,0.1265,0.0915
A0A1C5VKY6,tryptamine,Di,0,0.0032,0.0101
A0A1C5VKY6,tryptamine,Mono,0,0.001,0.0023
A0A1C5VKY6,tryptamine,Tri,0,0.018,0.0202
A0A1C5VKY6,tyramine,Di,0,0.0712,0.0529
A0A1C5VKY6,tyramine,Mono,1,0.633,0.4857
A0A1C5VKY6,tyramine,Tri,0,0.1467,0.0915
A0A1C5X749,"2,3_diaminopropionic acid",Di,0,0.3704,0.2815
A0A1C5X749,"2,3_diaminopropionic acid",Mono,0,0.1737,0.1127
A0A1C5X749,"2,3_diaminopropionic acid",Tri,0,0.9293,0.8636
A0A1C5X749,2_aminophenol,Di,0,0.9833,0.9214
A0A1C5X749,2_aminophenol,Mono,0,0.8035,0.7
A0A1C5X749,2_aminophenol,Tri,0,0.9602,0.9023
A0A1C5X749,3_methoxytyramine,Di,0,0.3199,0.2692
A0A1C5X749,3_methoxytyramine,Mono,0,0.0297,0.0391
A0A1C5X749,3_methoxytyramine,Tri,0,0.275,0.1915
A0A1C5X749,alanine,Di,0,0.9949,0.9214
A0A1C5X749,alanine,Mono,0,0.9906,0.9214
A0A1C5X749,alanine,Tri,0,0.9296,0.8636
A0A1C5X749,arginine,Di,0,0.1621,0.1127
A0A1C5X749,arginine,Mono,0,0.0436,0.0529
A0A1C5X749,arginine,Tri,0,0.3203,0.2692
A0A1C5X749,asparagine,Di,0,0.245,0.1757
A0A1C5X749,asparagine,Mono,0,0.1887,0.1127
A0A1C5X749,asparagine,Tri,0,0.9782,0.9082
A0A1C5X749,cadaverine,Di,0,0.0286,0.0391
A0A1C5X749,cadaverine,Mono,0,0.0097,0.0101
A0A1C5X749,cadaverine,Tri,0,0.0876,0.0529
A0A1C5X749,citrulline,Di,0,0.6821,0.5287
A0A1C5X749,citrulline,Mono,0,0.2509,0.1757
A0A1C5X749,citrulline,Tri,0,0.3633,0.2815
A0A1C5X749,cystine,Di,0,0.0803,0.0529
A0A1C5X749,cystine,Mono,0,0.019,0.0202
A0A1C5X749,cystine,Tri,0,0.1223,0.0915
A0A1C5X749,dopamine,Di,0,0.485,0.4014
A0A1C5X749,dopamine,Mono,0,0.1133,0.0915
A0A1C5X749,dopamine,Tri,0,0.9433,0.8696
A0A1C5X749,gaba,Di,0,0.9957,0.9214
A0A1C5X749,gaba,Mono,0,0.9946,0.9214
A0A1C5X749,gaba,Tri,0,0.9967,0.925
A0A1C5X749,glutamine,Di,0,0.7229,0.5287
A0A1C5X749,glutamine,Mono,0,0.9105,0.8636
A0A1C5X749,glutamine,Tri,0,0.5611,0.4231
A0A1C5X749,glyglycine,Di,0,0.1281,0.0915
A0A1C5X749,glyglycine,Mono,0,0.0627,0.0529
A0A1C5X749,glyglycine,Tri,0,0.2593,0.1757
A0A1C5X749,histidine,Di,0,0.0185,0.0202
A0A1C5X749,histidine,Mono,0,0.0084,0.0101
A0A1C5X749,histidine,Tri,0,0.0637,0.0529
A0A1C5X749,lysine,Di,0,0.8766,0.7
A0A1C5X749,lysine,Mono,0,0.4515,0.3936
A0A1C5X749,lysine,Tri,0,0.3914,0.2815
A0A1C5X749,methionine,Di,0,0.748,0.5287
A0A1C5X749,methionine,Mono,0,0.5707,0.4231
A0A1C5X749,methionine,Tri,0,0.6781,0.5287
A0A1C5X749,ornithine,Di,0,0.6849,0.5287
A0A1C5X749,ornithine,Mono,0,0.3562,0.2815
A0A1C5X749,ornithine,Tri,0,0.2688,0.1875
A0A1C5X749,phenylalanine,Di,0,0.9917,0.9214
A0A1C5X749,phenylalanine,Mono,0,0.7633,0.5287
A0A1C5X749,phenylalanine,Tri,0,0.9952,0.9214
