Enzyme,Amine,Hydroxyl,active,raw,calibrated,was
A0A1C6E6X3,histidine,Mono,0,0.0029,0.0096,dev
A0A1C6E6X3,histidine,Tri,0,0.0074,0.0167,dev
A0A1C6E6X3,lysine,Di,0,0.3863,0.2642,dev
A0A1C6E6X3,lysine,Mono,0,0.1274,0.0781,dev
A0A1C6E6X3,lysine,Tri,0,0.1433,0.1192,dev
A0A1C6E6X3,methionine,Di,0,0.2517,0.1466,dev
A0A1C6E6X3,methionine,Mono,0,0.1375,0.1192,dev
A0A1C6E6X3,methionine,Tri,0,0.351,0.2642,dev
A0A1C6E6X3,ornithine,Di,0,0.1254,0.0781,dev
A0A1C6E6X3,ornithine,Mono,0,0.0446,0.0679,dev
A0A1C6E6X3,ornithine,Tri,0,0.0708,0.0679,dev
A0A1C6E6X3,phenylalanine,Di,1,0.9795,0.8343,dev
A0A1C6E6X3,phenylalanine,Mono,0,0.5609,0.4048,dev
A0A1C6E6X3,phenylalanine,Tri,1,0.9914,0.8962,dev
A0A1C6E6X3,proline,Di,0,0.0064,0.0157,dev
A0A1C6E6X3,proline,Mono,0,0.0052,0.0157,dev
A0A1C6E6X3,proline,Tri,0,0.0504,0.0679,dev
A0A1C6E6X3,putrescine,Di,0,0.0148,0.0264,dev
A0A1C6E6X3,putrescine,Mono,0,0.0069,0.0157,dev
A0A1C6E6X3,putrescine,Tri,0,0.0507,0.0679,dev
A0A1C6E6X3,serine,Di,1,0.379,0.2642,dev
A0A1C6E6X3,serine,Mono,1,0.5749,0.566,dev
A0A1C6E6X3,serine,Tri,0,0.388,0.2642,dev
A0A1C6E6X3,serotonin,Di,0,0.0036,0.0096,dev
A0A1C6E6X3,serotonin,Mono,0,0.0198,0.0264,dev
A0A1C6E6X3,serotonin,Tri,0,0.0084,0.0167,dev
A0A1C6E6X3,threonine,Di,0,0.0681,0.0679,dev
A0A1C6E6X3,threonine,Mono,0,0.2867,0.1867,dev
A0A1C6E6X3,threonine,Tri,0,0.036,0.046,dev
A0A1C6E6X3,tryptamine,Di,0,0.0022,0.0096,dev
A0A1C6E6X3,tryptamine,Mono,0,0.0008,0.0069,dev
A0A1C6E6X3,tryptamine,Tri,0,0.0081,0.0167,dev
A0A1C6E6X3,tyramine,Di,0,0.0524,0.0679,dev
A0A1C6E6X3,tyramine,Mono,0,0.2925,0.1867,dev
A0A1C6E6X3,tyramine,Tri,0,0.1333,0.1192,dev
A0A1C6E707,"2,3_diaminopropionic acid",Di,0,0.0161,0.0264,dev
A0A1C6E707,"2,3_diaminopropionic acid",Mono,0,0.0024,0.0096,dev
A0A1C6E707,"2,3_diaminopropionic acid",Tri,0,0.1271,0.0781,dev
A0A1C6E707,2_aminophenol,Di,0,0.0527,0.0679,dev
A0A1C6E707,2_aminophenol,Mono,0,0.0024,0.0096,dev
A0A1C6E707,2_aminophenol,Tri,0,0.1251,0.0781,dev
A0A1C6E707,3_methoxytyramine,Di,0,0.0101,0.0179,dev
A0A1C6E707,3_methoxytyramine,Mono,0,0.0004,0.0069,dev
A0A1C6E707,3_methoxytyramine,Tri,0,0.0179,0.0264,dev
A0A1C6E707,alanine,Di,1,0.8826,0.7547,dev
A0A1C6E707,alanine,Mono,1,0.4671,0.37,dev
A0A1C6E707,alanine,Tri,0,0.1274,0.0781,dev
A0A1C6E707,arginine,Di,0,0.0004,0.0069,dev
A0A1C6E707,arginine,Mono,0,0.0001,0.0058,dev
A0A1C6E707,arginine,Tri,0,0.0008,0.0069,dev
A0A1C6E707,asparagine,Di,0,0.05,0.0679,dev
A0A1C6E707,asparagine,Mono,0,0.0109,0.0264,dev
A0A1C6E707,asparagine,Tri,1,0.9131,0.7921,dev
A0A1C6E707,cadaverine,Di,0,0.0013,0.0096,dev
A0A1C6E707,cadaverine,Mono,0,0.0003,0.0069,dev
A0A1C6E707,cadaverine,Tri,0,0.0046,0.0097,dev
A0A1C6E707,citrulline,Di,0,0.0021,0.0096,dev
A0A1C6E707,citrulline,Mono,0,0.0002,0.0069,dev
A0A1C6E707,citrulline,Tri,0,0.0018,0.0096,dev
A0A1C6E707,cystine,Di,0,0.0012,0.0096,dev
A0A1C6E707,cystine,Mono,0,0.0001,0.0058,dev
A0A1C6E707,cystine,Tri,0,0.0016,0.0096,dev
A0A1C6E707,dopamine,Di,0,0.0835,0.0741,dev
A0A1C6E707,dopamine,Mono,0,0.0072,0.0167,dev
A0A1C6E707,dopamine,Tri,1,0.8883,0.7547,dev
A0A1C6E707,gaba,Di,1,0.9912,0.8962,dev
A0A1C6E707,gaba,Mono,1,0.9737,0.8273,dev
A0A1C6E707,gaba,Tri,1,0.9949,0.8962,dev
A0A1C6E707,glutamine,Di,0,0.0074,0.0167,dev
A0A1C6E707,glutamine,Mono,0,0.0024,0.0096,dev
A0A1C6E707,glutamine,Tri,0,0.0091,0.0179,dev
A0A1C6E707,glyglycine,Di,0,0.0059,0.0157,dev
A0A1C6E707,glyglycine,Mono,0,0.0011,0.0096,dev
A0A1C6E707,glyglycine,Tri,0,0.0186,0.0264,dev
A0A1C6E707,histidine,Di,0,0.0009,0.0069,dev
A0A1C6E707,histidine,Mono,0,0.0002,0.0069,dev
A0A1C6E707,histidine,Tri,0,0.003,0.0096,dev
A0A1C6E707,lysine,Di,0,0.0228,0.0264,dev
A0A1C6E707,lysine,Mono,0,0.0017,0.0096,dev
A0A1C6E707,lysine,Tri,0,0.0058,0.0157,dev
A0A1C6E707,methionine,Di,0,0.0026,0.0096,dev
A0A1C6E707,methionine,Mono,0,0.0006,0.0069,dev
A0A1C6E707,methionine,Tri,0,0.005,0.0097,dev
A0A1C6E707,ornithine,Di,0,0.0091,0.0179,dev
A0A1C6E707,ornithine,Mono,0,0.0012,0.0096,dev
A0A1C6E707,ornithine,Tri,0,0.0047,0.0097,dev
A0A1C6E707,phenylalanine,Di,1,0.9498,0.7921,dev
A0A1C6E707,phenylalanine,Mono,0,0.0581,0.0679,dev
A0A1C6E707,phenylalanine,Tri,1,0.9837,0.8343,dev
A0A1C6E707,proline,Di,0,0.0015,0.0096,dev
A0A1C6E707,proline,Mono,0,0.0005,0.0069,dev
A0A1C6E707,proline,Tri,0,0.0085,0.0167,dev
A0A1C6E707,putrescine,Di,0,0.0018,0.0096,dev
A0A1C6E707,putrescine,Mono,0,0.0004,0.0069,dev
A0A1C6E707,putrescine,Tri,0,0.0066,0.0157,dev
A0A1C6E707,serine,Di,0,0.0162,0.0264,dev
A0A1C6E707,serine,Mono,0,0.0201,0.0264,dev
A0A1C6E707,serine,Tri,0,0.0207,0.0264,dev
A0A1C6E707,serotonin,Di,0,0.0005,0.0069,dev
A0A1C6E707,serotonin,Mono,0,0.001,0.0069,dev
A0A1C6E707,serotonin,Tri,0,0.0018,0.0096,dev
A0A1C6E707,threonine,Di,0,0.0012,0.0096,dev
A0A1C6E707,threonine,Mono,0,0.003,0.0096,dev
A0A1C6E707,threonine,Tri,0,0.0006,0.0069,dev
A0A1C6E707,tryptamine,Di,0,0.0005,0.0069,dev
A0A1C6E707,tryptamine,Mono,0,0.0001,0.0058,dev
A0A1C6E707,tryptamine,Tri,0,0.0022,0.0096,dev
A0A1C6E707,tyramine,Di,0,0.0066,0.0157,dev
A0A1C6E707,tyramine,Mono,0,0.0148,0.0264,dev
A0A1C6E707,tyramine,Tri,0,0.0282,0.0264,dev
A0A1C6FDU7,"2,3_diaminopropionic acid",Di,0,0.0851,0.0741,dev
A0A1C6FDU7,"2,3_diaminopropionic acid",Mono,0,0.0311,0.0264,dev
A0A1C6FDU7,"2,3_diaminopropionic acid",Tri,0,0.4777,0.37,dev
A0A1C6FDU7,2_aminophenol,Di,0,0.6873,0.5862,dev
A0A1C6FDU7,2_aminophenol,Mono,0,0.1903,0.1317,dev
A0A1C6FDU7,2_aminophenol,Tri,0,0.8186,0.7547,dev
A0A1C6FDU7,3_methoxytyramine,Di,0,0.0241,0.0264,dev
A0A1C6FDU7,3_methoxytyramine,Mono,0,0.0031,0.0096,dev
A0A1C6FDU7,3_methoxytyramine,Tri,0,0.032,0.0264,dev
A0A1C6FDU7,alanine,Di,0,0.9704,0.8273,dev
A0A1C6FDU7,alanine,Mono,0,0.903,0.7921,dev
A0A1C6FDU7,alanine,Tri,0,0.7538,0.7234,dev
A0A1C6FDU7,arginine,Di,0,0.0047,0.0097,dev
A0A1C6FDU7,arginine,Mono,0,0.002,0.0096,dev
A0A1C6FDU7,arginine,Tri,0,0.0119,0.0264,dev
A0A1C6FDU7,asparagine,Di,0,0.0618,0.0679,dev
A0A1C6FDU7,asparagine,Mono,0,0.0315,0.0264,dev
A0A1C6FDU7,asparagine,Tri,0,0.8901,0.7547,dev
A0A1C6FDU7,cadaverine,Di,0,0.0043,0.0096,dev
A0A1C6FDU7,cadaverine,Mono,0,0.0022,0.0096,dev
A0A1C6FDU7,cadaverine,Tri,0,0.0128,0.0264,dev
A0A1C6FDU7,citrulline,Di,0,0.0294,0.0264,dev
A0A1C6FDU7,citrulline,Mono,0,0.0089,0.0179,dev
A0A1C6FDU7,citrulline,Tri,0,0.0247,0.0264,dev
A0A1C6FDU7,cystine,Di,0,0.0079,0.0167,dev
A0A1C6FDU7,cystine,Mono,0,0.0017,0.0096,dev
A0A1C6FDU7,cystine,Tri,0,0.0096,0.0179,dev
A0A1C6FDU7,dopamine,Di,0,0.0813,0.0679,dev
A0A1C6FDU7,dopamine,Mono,0,0.0221,0.0264,dev
A0A1C6FDU7,dopamine,Tri,0,0.8656,0.7547,dev
A0A1C6FDU7,gaba,Di,0,0.7647,0.7234,dev
A0A1C6FDU7,gaba,Mono,0,0.6503,0.5862,dev
A0A1C6FDU7,gaba,Tri,0,0.8747,0.7547,dev
A0A1C6FDU7,glutamine,Di,0,0.0766,0.0679,dev
A0A1C6FDU7,glutamine,Mono,0,0.0471,0.0679,dev
A0A1C6FDU7,glutamine,Tri,0,0.129,0.1,dev
A0A1C6FDU7,glyglycine,Di,0,0.0256,0.0264,dev
A0A1C6FDU7,glyglycine,Mono,0,0.0114,0.0264,dev
A0A1C6FDU7,glyglycine,Tri,0,0.0629,0.0679,dev
A0A1C6FDU7,histidine,Di,0,0.0011,0.0096,dev
A0A1C6FDU7,histidine,Mono,0,0.0009,0.0069,dev
A0A1C6FDU7,histidine,Tri,0,0.0032,0.0096,dev
A0A1C6FDU7,lysine,Di,0,0.1958,0.1317,dev
A0A1C6FDU7,lysine,Mono,0,0.0551,0.0679,dev
A0A1C6FDU7,lysine,Tri,0,0.0709,0.0679,dev
A0A1C6FDU7,methionine,Di,0,0.058,0.0679,dev
A0A1C6FDU7,methionine,Mono,0,0.0269,0.0264,dev
A0A1C6FDU7,methionine,Tri,0,0.0976,0.0758,dev
A0A1C6FDU7,ornithine,Di,0,0.0694,0.0679,dev
A0A1C6FDU7,ornithine,Mono,0,0.0253,0.0264,dev
A0A1C6FDU7,ornithine,Tri,0,0.0395,0.046,dev
A0A1C6FDU7,phenylalanine,Di,0,0.8966,0.7547,dev
A0A1C6FDU7,phenylalanine,Mono,0,0.182,0.1317,dev
A0A1C6FDU7,phenylalanine,Tri,0,0.9535,0.7921,dev
A0A1C6FDU7,proline,Di,0,0.0032,0.0096,dev
A0A1C6FDU7,proline,Mono,0,0.0023,0.0096,dev
A0A1C6FDU7,proline,Tri,0,0.023,0.0264,dev
A0A1C6FDU7,putrescine,Di,0,0.0056,0.0157,dev
A0A1C6FDU7,putrescine,Mono,0,0.0028,0.0096,dev
A0A1C6FDU7,putrescine,Tri,0,0.0166,0.0264,dev
A0A1C6FDU7,serine,Di,0,0.2015,0.1317,dev
A0A1C6FDU7,serine,Mono,0,0.3712,0.2642,dev
A0A1C6FDU7,serine,Tri,0,0.1854,0.1317,dev
A0A1C6FDU7,serotonin,Di,0,0.0018,0.0096,dev
A0A1C6FDU7,serotonin,Mono,0,0.0109,0.0264,dev
A0A1C6FDU7,serotonin,Tri,0,0.0038,0.0096,dev
A0A1C6FDU7,threonine,Di,0,0.0267,0.0264,dev
A0A1C6FDU7,threonine,Mono,0,0.1287,0.0781,dev
A0A1C6FDU7,threonine,Tri,0,0.0147,0.0264,dev
A0A1C6FDU7,tryptamine,Di,0,0.0011,0.0096,dev
A0A1C6FDU7,tryptamine,Mono,0,0.0004,0.0069,dev
A0A1C6FDU7,tryptamine,Tri,0,0.0041,0.0096,dev
A0A1C6FDU7,tyramine,Di,0,0.0203,0.0264,dev
A0A1C6FDU7,tyramine,Mono,0,0.1359,0.1192,dev
A0A1C6FDU7,tyramine,Tri,0,0.0453,0.0679,dev
A0A1C7H271,"2,3_diaminopropionic acid",Di,1,0.0142,0.0264,test
A0A1C7H271,"2,3_diaminopropionic acid",Mono,0,0.0013,0.0096,test
A0A1C7H271,"2,3_diaminopropionic acid",Tri,1,0.0756,0.0679,test
A0A1C7H271,2_aminophenol,Di,1,0.3051,0.22,test
A0A1C7H271,2_aminophenol,Mono,1,0.0069,0.0157,test
A0A1C7H271,2_aminophenol,Tri,1,0.208,0.1317,test
A0A1C7H271,3_methoxytyramine,Di,1,0.0273,0.0264,test
A0A1C7H271,3_methoxytyramine,Mono,0,0.0004,0.0069,test
A0A1C7H271,3_methoxytyramine,Tri,1,0.0077,0.0167,test
A0A1C7H271,alanine,Di,1,0.7837,0.7234,test
A0A1C7H271,alanine,Mono,1,0.1426,0.1192,test
A0A1C7H271,alanine,Tri,0,0.0128,0.0264,test
A0A1C7H271,arginine,Di,0,0.0001,0.0058,test
A0A1C7H271,arginine,Mono,0,0.0,0.0,test
A0A1C7H271,arginine,Tri,0,0.0002,0.0069,test
A0A1C7H271,asparagine,Di,0,0.0091,0.0179,test
A0A1C7H271,asparagine,Mono,0,0.0017,0.0096,test
A0A1C7H271,asparagine,Tri,1,0.6909,0.6364,test
A0A1C7H271,cadaverine,Di,0,0.0004,0.0069,test
A0A1C7H271,cadaverine,Mono,0,0.0,0.0,test
A0A1C7H271,cadaverine,Tri,0,0.0005,0.0069,test
A0A1C7H271,citrulline,Di,1,0.0002,0.0069,test
A0A1C7H271,citrulline,Mono,0,0.0,0.0,test
A0A1C7H271,citrulline,Tri,0,0.0001,0.0058,test
A0A1C7H271,cystine,Di,0,0.0017,0.0096,test
A0A1C7H271,cystine,Mono,0,0.0001,0.0058,test
A0A1C7H271,cystine,Tri,0,0.0009,0.0069,test
A0A1C7H271,dopamine,Di,1,0.0557,0.0679,test
A0A1C7H271,dopamine,Mono,0,0.0025,0.0096,test
A0A1C7H271,dopamine,Tri,1,0.6221,0.5862,test
A0A1C7H271,gaba,Di,1,0.8981,0.7921,test
A0A1C7H271,gaba,Mono,1,0.5754,0.566,test
A0A1C7H271,gaba,Tri,1,0.8936,0.7547,test
A0A1C7H271,glutamine,Di,1,0.0019,0.0096,test
A0A1C7H271,glutamine,Mono,1,0.0005,0.0069,test
A0A1C7H271,glutamine,Tri,0,0.0011,0.0096,test
A0A1C7H271,glyglycine,Di,0,0.0022,0.0096,test
A0A1C7H271,glyglycine,Mono,0,0.0002,0.0069,test
A0A1C7H271,glyglycine,Tri,0,0.0018,0.0096,test
A0A1C7H271,histidine,Di,0,0.0002,0.0069,test
A0A1C7H271,histidine,Mono,0,0.0,0.0,test
A0A1C7H271,histidine,Tri,0,0.0002,0.0069,test
A0A1C7H271,lysine,Di,0,0.0046,0.0097,test
A0A1C7H271,lysine,Mono,1,0.0002,0.0069,test
A0A1C7H271,lysine,Tri,0,0.0005,0.0069,test
A0A1C7H271,methionine,Di,1,0.001,0.0096,test
A0A1C7H271,methionine,Mono,1,0.0001,0.0069,test
A0A1C7H271,methionine,Tri,0,0.0007,0.0069,test
A0A1C7H271,ornithine,Di,1,0.0122,0.0264,test
A0A1C7H271,ornithine,Mono,1,0.001,0.0096,test
A0A1C7H271,ornithine,Tri,0,0.0024,0.0096,test
A0A1C7H271,phenylalanine,Di,1,0.8736,0.7547,test
A0A1C7H271,phenylalanine,Mono,1,0.0052,0.0157,test
A0A1C7H271,phenylalanine,Tri,1,0.854,0.7547,test
A0A1C7H271,proline,Di,0,0.0003,0.0069,test
A0A1C7H271,proline,Mono,1,0.0,0.0058,test
A0A1C7H271,proline,Tri,1,0.0011,0.0096,test
A0A1C7H271,putrescine,Di,0,0.0007,0.0069,test
A0A1C7H271,putrescine,Mono,0,0.0001,0.0058,test
A0A1C7H271,putrescine,Tri,0,0.0009,0.0069,test
A0A1C7H271,serine,Di,0,0.0027,0.0096,test
A0A1C7H271,serine,Mono,1,0.0021,0.0096,test
A0A1C7H271,serine,Tri,0,0.0017,0.0096,test
A0A1C7H271,serotonin,Di,0,0.0002,0.0069,test
A0A1C7H271,serotonin,Mono,1,0.002,0.0096,test
A0A1C7H271,serotonin,Tri,0,0.0003,0.0069,test
A0A1C7H271,threonine,Di,0,0.0003,0.0069,test
A0A1C7H271,threonine,Mono,1,0.0004,0.0069,test
A0A1C7H271,threonine,Tri,0,0.0,0.0,test
A0A1C7H271,tryptamine,Di,0,0.0004,0.0069,test
A0A1C7H271,tryptamine,Mono,0,0.0,0.0,test
A0A1C7H271,tryptamine,Tri,1,0.0005,0.0069,test
A0A1C7H271,tyramine,Di,0,0.0015,0.0096,test
A0A1C7H271,tyramine,Mono,1,0.0129,0.0264,test
A0A1C7H271,tyramine,Tri,0,0.002,0.0096,test
A0A1D2WV04,"2,3_diaminopropionic acid",Di,0,0.0388,0.046,test
A0A1D2WV04,"2,3_diaminopropionic acid",Mono,0,0.0121,0.0264,test
A0A1D2WV04,"2,3_diaminopropionic acid",Tri,0,0.5388,0.4048,test
A0A1D2WV04,2_aminophenol,Di,0,0.5387,0.4048,test
A0A1D2WV04,2_aminophenol,Mono,0,0.0663,0.0679,test
A0A1D2WV04,2_aminophenol,Tri,0,0.814,0.7547,test
A0A1D2WV04,3_methoxytyramine,Di,0,0.0179,0.0264,test
A0A1D2WV04,3_methoxytyramine,Mono,0,0.0012,0.0096,test
A0A1D2WV04,3_methoxytyramine,Tri,0,0.0413,0.046,test
A0A1D2WV04,alanine,Di,1,0.9842,0.8343,test
A0A1D2WV04,alanine,Mono,1,0.9285,0.7921,test
A0A1D2WV04,alanine,Tri,0,0.6023,0.566,test
A0A1D2WV04,arginine,Di,0,0.0018,0.0096,test
A0A1D2WV04,arginine,Mono,0,0.0002,0.0069,test
A0A1D2WV04,arginine,Tri,0,0.0041,0.0096,test
A0A1D2WV04,asparagine,Di,0,0.0567,0.0679,test
A0A1D2WV04,asparagine,Mono,0,0.0235,0.0264,test
A0A1D2WV04,asparagine,Tri,1,0.9609,0.7921,test
A0A1D2WV04,cadaverine,Di,0,0.0013,0.0096,test
A0A1D2WV04,cadaverine,Mono,0,0.0003,0.0069,test
A0A1D2WV04,cadaverine,Tri,0,0.0051,0.0157,test
A0A1D2WV04,citrulline,Di,0,0.0079,0.0167,test
A0A1D2WV04,citrulline,Mono,0,0.0007,0.0069,test
A0A1D2WV04,citrulline,Tri,0,0.0051,0.0157,test
A0A1D2WV04,cystine,Di,0,0.0033,0.0096,test
A0A1D2WV04,cystine,Mono,0,0.0006,0.0069,test
A0A1D2WV04,cystine,Tri,0,0.0102,0.0179,test
A0A1D2WV04,dopamine,Di,0,0.0886,0.0758,test
A0A1D2WV04,dopamine,Mono,0,0.0169,0.0264,test
A0A1D2WV04,dopamine,Tri,1,0.9495,0.7921,test
A0A1D2WV04,gaba,Di,1,0.9882,0.8873,test
A0A1D2WV04,gaba,Mono,1,0.9699,0.8273,test
A0A1D2WV04,gaba,Tri,1,0.9959,0.9,test
A0A1D2WV04,glutamine,Di,0,0.0575,0.0679,test
A0A1D2WV04,glutamine,Mono,0,0.0253,0.0264,test
A0A1D2WV04,glutamine,Tri,0,0.0658,0.0679,test
A0A1D2WV04,glyglycine,Di,0,0.0262,0.0264,test
A0A1D2WV04,glyglycine,Mono,0,0.0096,0.0179,test
A0A1D2WV04,glyglycine,Tri,0,0.1668,0.1192,test
A0A1D2WV04,histidine,Di,0,0.0007,0.0069,test
A0A1D2WV04,histidine,Mono,0,0.0005,0.0069,test
A0A1D2WV04,histidine,Tri,0,0.005,0.0097,test
A0A1D2WV04,lysine,Di,0,0.2346,0.1466,test
A0A1D2WV04,lysine,Mono,0,0.0146,0.0264,test
A0A1D2WV04,lysine,Tri,0,0.034,0.0264,test
A0A1D2WV04,methionine,Di,0,0.0245,0.0264,test
A0A1D2WV04,methionine,Mono,0,0.0088,0.0179,test
A0A1D2WV04,methionine,Tri,0,0.0557,0.0679,test
A0A1D2WV04,ornithine,Di,0,0.0628,0.0679,test
A0A1D2WV04,ornithine,Mono,0,0.0071,0.0157,test
A0A1D2WV04,ornithine,Tri,0,0.0275,0.0264,test
A0A1D2WV04,phenylalanine,Di,1,0.9728,0.8273,test
A0A1D2WV04,phenylalanine,Mono,0,0.145,0.1192,test
A0A1D2WV04,phenylalanine,Tri,1,0.9903,0.8873,test
A0A1D2WV04,proline,Di,0,0.001,0.0096,test
A0A1D2WV04,proline,Mono,0,0.0005,0.0069,test
A0A1D2WV04,proline,Tri,0,0.0257,0.0264,test
A0A1D2WV04,putrescine,Di,0,0.0026,0.0096,test
A0A1D2WV04,putrescine,Mono,0,0.0006,0.0069,test
A0A1D2WV04,putrescine,Tri,0,0.0098,0.0179,test
A0A1D2WV04,serine,Di,0,0.1621,0.1192,test
A0A1D2WV04,serine,Mono,0,0.3521,0.2642,test
A0A1D2WV04,serine,Tri,0,0.2308,0.1466,test
A0A1D2WV04,serotonin,Di,0,0.0005,0.0069,test
A0A1D2WV04,serotonin,Mono,0,0.0063,0.0157,test
A0A1D2WV04,serotonin,Tri,0,0.0034,0.0096,test
A0A1D2WV04,threonine,Di,0,0.0091,0.0179,test
A0A1D2WV04,threonine,Mono,0,0.0487,0.0679,test
A0A1D2WV04,threonine,Tri,0,0.0037,0.0096,test
A0A1D2WV04,tryptamine,Di,0,0.0005,0.0069,test
A0A1D2WV04,tryptamine,Mono,0,0.0001,0.0058,test
A0A1D2WV04,tryptamine,Tri,0,0.0026,0.0096,test
A0A1D2WV04,tyramine,Di,0,0.0081,0.0167,test
A0A1D2WV04,tyramine,Mono,0,0.1057,0.0758,test
A0A1D2WV04,tyramine,Tri,0,0.0412,0.046,test
A0A1E3ADP5,"2,3_diaminopropionic acid",Di,0,0.0062,0.0157,dev
A0A1E3ADP5,"2,3_diaminopropionic acid",Mono,0,0.0012,0.0096,dev
A0A1E3ADP5,"2,3_diaminopropionic acid",Tri,0,0.0581,0.0679,dev
A0A1E3ADP5,2_aminophenol,Di,0,0.0432,0.0679,dev
A0A1E3ADP5,2_aminophenol,Mono,0,0.0016,0.0096,dev
A0A1E3ADP5,2_aminophenol,Tri,0,0.096,0.0758,dev
A0A1E3ADP5,3_methoxytyramine,Di,0,0.0107,0.0264,dev
A0A1E3ADP5,3_methoxytyramine,Mono,0,0.0004,0.0069,dev
A0A1E3ADP5,3_methoxytyramine,Tri,0,0.0172,0.0264,dev
A0A1E3ADP5,alanine,Di,1,0.9693,0.8273,dev
A0A1E3ADP5,alanine,Mono,0,0.7684,0.7234,dev
A0A1E3ADP5,alanine,Tri,0,0.1104,0.0758,dev
A0A1E3ADP5,arginine,Di,0,0.0001,0.0058,dev
A0A1E3ADP5,arginine,Mono,0,0.0,0.0,dev
A0A1E3ADP5,arginine,Tri,0,0.0002,0.0069,dev
A0A1E3ADP5,asparagine,Di,0,0.0418,0.0526,dev
A0A1E3ADP5,asparagine,Mono,0,0.0133,0.0264,dev
A0A1E3ADP5,asparagine,Tri,1,0.9689,0.8273,dev
A0A1E3ADP5,cadaverine,Di,0,0.0003,0.0069,dev
A0A1E3ADP5,cadaverine,Mono,0,0.0001,0.0058,dev
A0A1E3ADP5,cadaverine,Tri,0,0.0014,0.0096,dev
A0A1E3ADP5,citrulline,Di,0,0.0004,0.0069,dev
A0A1E3ADP5,citrulline,Mono,0,0.0001,0.0058,dev
A0A1E3ADP5,citrulline,Tri,0,0.0003,0.0069,dev
A0A1E3ADP5,cystine,Di,0,0.0011,0.0096,dev
A0A1E3ADP5,cystine,Mono,0,0.0001,0.0058,dev
A0A1E3ADP5,cystine,Tri,0,0.0017,0.0096,dev
A0A1E3ADP5,dopamine,Di,0,0.0687,0.0679,dev
A0A1E3ADP5,dopamine,Mono,0,0.0075,0.0167,dev
A0A1E3ADP5,dopamine,Tri,1,0.9207,0.7921,dev
A0A1E3ADP5,gaba,Di,1,0.9947,0.8962,dev
A0A1E3ADP5,gaba,Mono,1,0.9857,0.8343,dev
A0A1E3ADP5,gaba,Tri,1,0.9974,0.9,dev
A0A1E3ADP5,glutamine,Di,0,0.0018,0.0096,dev
A0A1E3ADP5,glutamine,Mono,0,0.0012,0.0096,dev
A0A1E3ADP5,glutamine,Tri,0,0.0029,0.0096,dev
A0A1E3ADP5,glyglycine,Di,0,0.0026,0.0096,dev
A0A1E3ADP5,glyglycine,Mono,0,0.0005,0.0069,dev
A0A1E3ADP5,glyglycine,Tri,0,0.0071,0.0157,dev
A0A1E3ADP5,histidine,Di,0,0.0005,0.0069,dev
A0A1E3ADP5,histidine,Mono,0,0.0002,0.0069,dev
A0A1E3ADP5,histidine,Tri,0,0.0019,0.0096,dev
A0A1E3ADP5,lysine,Di,0,0.0041,0.0096,dev
A0A1E3ADP5,lysine,Mono,0,0.0004,0.0069,dev
A0A1E3ADP5,lysine,Tri,0,0.001,0.0069,dev
A0A1E3ADP5,methionine,Di,0,0.0004,0.0069,dev
A0A1E3ADP5,methionine,Mono,0,0.0001,0.0058,dev
A0A1E3ADP5,methionine,Tri,0,0.0009,0.0069,dev
A0A1E3ADP5,ornithine,Di,0,0.0042,0.0096,dev
A0A1E3ADP5,ornithine,Mono,0,0.0006,0.0069,dev
A0A1E3ADP5,ornithine,Tri,0,0.0023,0.0096,dev
A0A1E3ADP5,phenylalanine,Di,1,0.9801,0.8343,dev
A0A1E3ADP5,phenylalanine,Mono,0,0.0434,0.0679,dev
A0A1E3ADP5,phenylalanine,Tri,1,0.9893,0.8873,dev
A0A1E3ADP5,proline,Di,0,0.0006,0.0069,dev
A0A1E3ADP5,proline,Mono,0,0.0002,0.0069,dev
A0A1E3ADP5,proline,Tri,0,0.0075,0.0167,dev
A0A1E3ADP5,putrescine,Di,0,0.0005,0.0069,dev
A0A1E3ADP5,putrescine,Mono,0,0.0001,0.0058,dev
A0A1E3ADP5,putrescine,Tri,0,0.0022,0.0096,dev
A0A1E3ADP5,serine,Di,0,0.0088,0.0179,dev
A0A1E3ADP5,serine,Mono,0,0.0089,0.0179,dev
A0A1E3ADP5,serine,Tri,0,0.0132,0.0264,dev
A0A1E3ADP5,serotonin,Di,0,0.0002,0.0069,dev
A0A1E3ADP5,serotonin,Mono,0,0.002,0.0096,dev
A0A1E3ADP5,serotonin,Tri,0,0.0013,0.0096,dev
A0A1E3ADP5,threonine,Di,0,0.0005,0.0069,dev
A0A1E3ADP5,threonine,Mono,0,0.0012,0.0096,dev
A0A1E3ADP5,threonine,Tri,0,0.0002,0.0069,dev
A0A1E3ADP5,tryptamine,Di,0,0.0002,0.0069,dev
A0A1E3ADP5,tryptamine,Mono,0,0.0,0.0,dev
A0A1E3ADP5,tryptamine,Tri,0,0.0011,0.0096,dev
A0A1E3ADP5,tyramine,Di,0,0.0017,0.0096,dev
A0A1E3ADP5,tyramine,Mono,0,0.0096,0.0179,dev
A0A1E3ADP5,tyramine,Tri,0,0.009,0.0179,dev
A0A1I4P275,"2,3_diaminopropionic acid",Di,0,0.0126,0.0264,dev
A0A1I4P275,"2,3_diaminopropionic acid",Mono,0,0.0023,0.0096,dev
A0A1I4P275,"2,3_diaminopropionic acid",Tri,0,0.0476,0.0679,dev
A0A1I4P275,2_aminophenol,Di,0,0.0577,0.0679,dev
